video_id,comments
rWTwcySGvrE,"['Power is shifting.', 'Your talking very Lie 😂', 'Is he talking about Geojam?', 'Locals is already doing this without the block chain', 'The creator economy  is the solution for my countrie’s Youth unemployment crisis 😫🇿🇦👏🏿👏🏿🙏🏿', 'This is so irrational...putting new processes on old tools - this is defending old market structure! poor', 'The first word of this presentation is ""power"". And that is exactly the biggest problem: electrical power wasted by blockchain, to be exact.', 'This is where the power of blockchain and having your own branded website will come into play. Take out the middleman so to speak.', ""Crypto currencies are the most exciting development in the world at this moment. They hold the potential to change everything and let people around the world have a better life. I can't wait to see where we are at in 5-10 years"", 'Why do i keep thinking about how hot he is?']"
NYJUgzZYaoo,"['It\'s just all about money, isn\'t it? Wish we could solve problems without them having to be ""profitable""...', 'He sounds like the “Climate Whisperer “.', 'Hmm. His fingers are crossed way too much.', 'Better sense of urgency when it took 26 COPS to put the word ""coal"" in the text?? Lol.. That\'s Western leadership for you about climate crisis folks', ""What action will change the climate? The climate will do whatever it wants and man's puny efforts to affect it will do nothing except harm the standard of living."", ""I bet the combined carbon footprint of do-nothings producing and consuming Ted's never ending climate content is larger than the tire fire in Al Sulaibiya."", 'Great presentation. Many good points and ideas. Just a note, wood, trees, plants are not permanent carbon sinks. Carbon cycle. Hydrogen? So misunderstood by the general public.', ""I feel like I've heard this optimism before.  I didn't hear anything about how we are going to feed everyone without wiping out land based ecosystems. Burning down the Amazon is still more profitable than vertical farming. Technology that increases humans' negative influence like automation also gets developed. This doesn't really help people who know you can't buy your way out of environmental destruction and that one person can counter multiple people's efforts to reduce their consumption. Does anyone have any projections of decreases in land use? The best news is the development of milk that was made by microorganisms fermentation and lab grown meat which I think has potential. Other than that, it looks like not buying things is the only solution that barely anyone wants to admit and doesn't seem likely."", ""Hi. I'm a civil engineer looking for a Ph.D. program in sustainable concrete. If anyone knows something related (in Australia), please please let me know. Thank you"", ""You will never make an AI, and you know this, maybe with Alien technology, but i wouldn't count on it Buster....""]"
G7VxEqJp3NQ,"['The tampon story makes my soul want to cry 😂😂', ""She's just a toxic feminist guys. Don't worry, ignore her sexist comments."", 'John 3:16-21 💝', 'Ideas worth spreading', 'This was too good 😂😂', '😂😂😂😂😂😂very funny 👏🏻👏🏻👏🏻', '✝️\n*For God so loved the world that He gave His only begotten Son, that whoever believes in Him should not perish but have everlasting life. For God did not send His Son into the world to condemn the world, but that the world through Him might be saved. “He who believes in Him is not condemned; but he who does not believe is condemned already, because he has not believed in the name of the only begotten Son of God. And this is the condemnation, that the light has come into the world, and men loved darkness rather than light, because their deeds were evil. For everyone practicing evil hates the light and does not come to the light, lest his deeds should be exposed. But he who does the truth comes to the light, that his deeds may be clearly seen, that they have been done in God.”*\nJohn 3:16\u202d-\u202c21', 'My criticism is that she made a whole song about the tampons and made up something about tying them together to fill space instead of mentioning the Makeup Kit They Made For Her!!!!!', '5:25', 'Me in the beginning:\nWomen are so funny 😐\n\nMe after the video: \n\n\n\n\n\n\n\n\n\n\n😐 still not funny']"
fCllxq6NZbk,"[""Okay, so she says that we live on the only planet WE KNOW OF that hosts life. Then she starts to state definitively that there is no life anywhere else, as part of her basic assumptions. Go away. You might as well say all UFO's are alien space ships, ignoring completely the DEFINITION of UFO (or UAP, these days). She's also apparently ignoring the microbial life we seem to find everywhere in space. Does the rest of her talk beyond this inanity get any better?\nEdit: No, no it doesn't. Then she goes on to ASSUME that there is no life anywhere else in the universe, with NO evidence. She assumes that life actually hasn't started anywhere. And she assumes that each and every planet has a purpose, to create life, that they've all failed at. Purpose? Again, assuming there is/was something/someone to GIVE purpose.\nNo, this is NOT a good talk. For someone who purports to be a scientist, she seems to have completely forgotten the science."", 'All cells are made from nucleic acids, proteins, carbohydrates, and lipids... which are all made from elements. All cells are made from non-living things arranged in a unique way that expresses a bias toward self-preservation and replication. The logical conclusion is that ""life"" is an emergent property of that unique configuration, and all life follows the same cause-and-effect paradigm that permeates the rest of the universe, at every scale. Life itself is nothing more than a long list of tiny cause-and-effect reactions.', ""I'd love to live in an empty but should be human kind an all I need"", ""Read the books by Stephen Hawking  and Charles Darwin they're an awesome than ye no,.1 in world and they have told us what's in this universe and out of it.!  \n God created us an all he know what's better for us"", 'Boring', ""Galaxies don't explode. Planets meant to?"", ""Thank you for your motivational word. Considering human beings haven't done a good job caring for this planet  and people .❤"", 'Each of us has a role to play in protecting our planet 🌍🌏🌎.', ""We\rhave a RESPONSIBILITY to join TOGETHER on behalf of the world that we seek\r-- a world where extremists no longer threaten our people🌏!.\n\nWhen long as we are denied our security by CRIMINALS, \n\nwho PREY on our communities 🌏, \n\nand who do VIOLENCE against our ♀️# WOMEN and CHILDREN.\n\n-- \nTODAY: 🇺🇳\nUnited Nations | الأمـــــمُ المتّـحــــدَة \nhas a dual RESPONSIBILITY:\n\nThat experience guides my conviction that partnership between 🇺🇳\nUnited Nations | الأمـــــمُ المتّـحــــدَة  and Islam \nMUST be based on what Islam is, \nnot what it isn't√.\n\n\n\nThank you.\nAnd May God's peace be upon you | TED!.\n\nThank you very much.\nThank you.\n*****\n..."", 'Why? 🤷\n\nThe world has reached the pinnacle of materialism, killing, and war. \n\nNever in history did the world have such an urgent need for the culture of peace amongst people and nations as today. \n\nA basic understanding of the current painful reality suffices further explanation.']"
UQbkSDbm4sw,"['Europeans talking about africa south america asia....\nBe careful africa south america asia...the whites have once again schemed to subdue you. The Europeans wont talk about Europe.', ""Tropical forest are one of the world most important carbon sinks absorbing over one fifth of the emission  from burning fossils fuels every year. The latest research suggest that without them the world would be already nearly one degree hotter every year. We can't solve climate change without tropical forest. Thank you"", 'good😍', 'Didn’t I just hear this pitch a little bit ago, pertaining to the Congo?  As far as I can tell, history illustrates that rapid economic prosperity and mother nature are not good bedfellows.', 'Nat Keohane thanks from all of us!!! 💟✊', 'my place also lost natural green tropical forest and climate change is effecting  .', 'wtf is up with all these bot comments', 'NO! Mato Grosso is NOT an example of sustainability! I am brazilian and Mato Grosso is NOT the example anyone should follow!', 'Great👏', 'This guy sounds like a spokesperson for the Biden administration.']"
oupHYHv_me0,"['Metaverse is not gonna work at all, bcoz no human can live 2 lives 😢', ""NFT is interesting, as well as the Metaverse. I'm still learning more about it and how it works since I saw this project Metaversus and it looks so cool. Anywa,y I don't want to spend much money and waste it so DYOR first."", 'so the platform makes the money instead of dealer and angency, maybe even more monopoly', 'the era of metaverse is coming, have you prepared the project for yourself? Find out about Zombie World Z, metaverse gamefi, they will release VR version soon, follow it you will profit', ""Superb podcast here. With the markets having less order executions; situations like this are best hedged with sustainable positions especially bitcoin inverse contracts, as price strongly deviated against its long term mean average. The further it deviates the more momentum for a reversal to the upside. whales are currently in a liquidity grab at the lows. I've had series of trading losses I'd best not mention before being introduced to Mr. Callum Lucas. His careful guide and employing his Signal for my trades orders has been a great experience. Callum's signal algorithm are based on combinations of unique strategies"", 'She sounds like Cartman', 'NFT as a concept seems like a bunch of genius nerds created massive tech companies only to be politically inept enough to be subverted by social science loving HR managers, and now they deserve all vitriol we can give', 'Nft certificate is provided for the transactions you will make with the Helps token. Also for free. How about promising coins?', 'literally who would want this world...?', 'NO Future for art, computes are not Michael Angelo. computers are not able to do art!']"
A2ti4_lNPL8,"['John 3:16-21 💝', ""Percise and deep. Thanks Jarrett. As I'm commenting on this video, YouTube is suggesting me my childhood friend who's being executed after he joined Militant and become a killer. His mother passed when he was so young and he had nobody to give him the care and the protection he deserved. Stories are powerful way and it keeps a life of those we wrote about."", 'Very nice.\nShort multi-dimensional and very very effective in portraying feelings.\n🎨', 'Amazing drawings, sad story, great human being.', ""Holykaw that is moving,\nWhen my mom died - my biggest fear was forgetting her.\nI didn't know about my Aphantasia back then but I knew I couldn't recall her face without a photo.\nBut:\nThere is not a single day I don't think of her and tell My daughter something about her. What her Omi would have done or said in a situation.\nHe just showed me with the video that it‘s those teenietiny little stories that make all the difference"", 'Great work sir✨👍🏻❤️❤️♥️♥️', ""Even with the fluctuation in the economy, I'm so excited I've been earning $45,000 from my $10,000 investment everyday 10days."", 'It’s so cool how he is doing a speech AND making a drawing', 'Lab rat human experiences 101', 'What an amazing sensitive presentation!! Unforgettable! All best!!']"
36D2r45jABA,"['ترجمه', 'Lot of love from🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵', 'Great words👏🏻👏🏻👏🏻\n\nEverything is possible with compassion, faith and love!', ""Hogwash\nThee people aren't doctors,they are emotional idealogues"", '🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮🔮', 'John 3:16-21 💝', 'Give people the freedom to choose caring for their families over employment!!\nNo more evictions from primary residences!\nHousing is Healthcare!!\nProperty ownership caps now!!\nProperty hoarding is a public health hazard!!', ""Though getting care doesn't mean getting at high price is good. In America the ambulance and hospital charges go above a middle class can afford. Reform needed."", 'This is a great idea, but when did TED become an advertising platform?', 'Love is the most powerful and effective tool in the world, thank you Noora!']"
_8g8BnICrco,"['2:19', ""8:01 You can see here why she hates that story... I can feel her pain. Wow🥺\n\n\nI've lived that life... I know too🤕"", 'You need a stop gap before people fall into poverty like UBI for middle class families and below to many people fall threw the gaps, like you make tp much money but 1 or 2 medical emergencies from being homeless and living paycheck to paycheck.', 'Adamentely against this at all costs.', ""In 2007 the system failed me twice. 1st time: the system allowed the Church where I worked to break the law due to a legal loophole so when my mother became ill, they forced me into a 12 week continuous family leave, an UN-paid leave that is supposed to used as the worker needs, but they broke the law and got an excuse. 2nd then when I had no income I applied for food stamps during this time for myself and my son, and I was denied b/c I would not go to court to pursue his dead-beat Dad who never contributed to his son's support, clothes, medical, or dental. At that time the County of Marin had a judicial system that gave full custody to Dead-Beat Dads and I was not going to risk losing my son to an uncaring ex-parent.  It was a messed up system with tons of excuses to deny you access to the services that my and your taxes provide, Disgusting time period of my life with no respect for the care I was giving my mother in her dying months and my son as a single mom."", 'lets not put the cart in front of the horse .. before leapfrogging and getting ahead of ourselves . start with fixing people who work able to easily maneuver thru the bureaucracy of unemployment benefits due to unnecessary forced shut down of the the whole u.s economy for a year 1/2 ...  lets start with the the IRS  and its inability to refund tax payers $$$  in less than 6 months ... lets not worry yet about how easily 2 million non documented , covid carrying migrants that crossed our border and got handed cash payments and vouchers for hotel rooms ... lets not worry about streamline coach busses and passenger jets to drop off non documented , non citizens in the dead of night to all areras of the u.s ...  and just like this admin and that nimrod ginger pasaki think that those 2 milion illegals  will voluntarily check in on their free gov cell phones and show up to court on their schedule date .. and not toss that free gov tracking device ..\n\n\nexactly HOW STUPID IS YOUR LIVE AUDIENCE AND APPARENTLY BY WAY OF CONTRATS AND POSITIVE FEEDBACK ON THIS YOUTUBE POST .. HOW STUPID CAN YOU ALL BE !!!!!!   THIS IS NOTHING BUT A  SOCIALIST PLEA  FOR STREAMLINED DISASTER RIGHT TO THE FINISH LINE !!!!      \n\nTHE ONLY THING THIS DIMWIT CARES ABOUT IS HOW TO ENSLAVE AND DESTROY THE U.S.A AS FAST AS POSSIBLE !!!  AND MOST OF YOU ARE BUYING IT !!!!\n\nWAKEUP !!!', ""This will inevitably be screwed up by incompetent bureaucrats. To this day I don't have healthcare, because trying to use government websites to get a straight answer to which of the 40+ options for healthcare insurance is soul crushing to me, someone who suffers from Major Depression Disorder. I don't have months of free time to wade through a mountain of information. Also, Trump effectively killed publicly funded mental health care in my area. Democrats and Republicans alike are both worthless, and have abandoned those who need them to actually do their jobs."", ""no. Thomas Sowell has taught me enough to know that benefits don't fix poverty, they incentivise it. Most of this thinking (in this talk) sounds delusional to me. People who really need benefits are struggling to get ahold of it because it's too difficult? No, I don't buy it. I think this is an idea to expand to welfare state which I believe will have negative effects ona country's people."", 'Her name sounds like some type of psychoactive plant', '209 ETH MOONBIRD NFTs bought from']"
qSr39QPhBc4,"['Seek God’s will.\nJohn 3:16-21💝\n1 Corinthians 6:9-11\n1 John 1:9', 'This is what farming is all about.', ""Sra Anushka,\nYou've done amazing work in helping these people advance their lives and those of their posterity.  Thank you!\nOne question I thought of, however, is: how will a farmer, who can only save cents, be able to afford a smartphone?  In the examples, it sounds like they were given a phone, meaning these activities are heavily subsidized.  So, will the amount that farmers can save as an outcome of this exceed the investment that goes into the program?  If not, perhaps we should also be considering alternative approaches to raising their quality of life.  But if so, well done!!  \nAnyway, in any case its problem better not to listen to an armchair nobody like myself.  Thanks for getting up and actually doing something to help these people, its so valuable."", ""Why the always compare living to USA 2 dollars a day...it doesn't make no difference.....here bread is 5$ there bread it 2cents....what they have to make 100$ per day and still pay for bread 2 cents...it is ficken annoying....low intelligence...."", ""We\rhave a RESPONSIBILITY to join TOGETHER on behalf of the world that we seek\r-- a world where extremists no longer threaten our people🌏!.\n\nWhen long as we are denied our security by CRIMINALS, \n\nwho PREY on our communities 🌏, \n\nand who do VIOLENCE against our ♀️# WOMEN and CHILDREN.\n\n-- \nTODAY: 🇺🇳\nUnited Nations | الأمـــــمُ المتّـحــــدَة  \nhas a dual RESPONSIBILITY:\n\nThat experience guides my conviction that partnership between 🇺🇳\nUnited Nations | الأمـــــمُ المتّـحــــدَة  and Islam \nMUST be based on what Islam is, \nnot what it isn't√.\n\n\n\nThank you.\nAnd May God's peace be upon you | TED!.\n\nThank you very much.\nThank you.\n*****\n..."", 'Hey Anushka🇱🇰 .. Amazing speech.. Glad to hear a Srilankan name in TED space.\nIn 🇱🇰 my country farmers are suffering. Government and the officials ruined our agriculture.\nYou are a great asset to our country. \nI wish you can educate our people and extend your agrocredit program in our country too.', ""why is she that fat? 🤔 Isn't that cubby talking about stuff that doesn't even affect her?"", 'Jesus loves you he died on the cross for your sins. Believe in him and you will be saved and go to heaven!', 'Putting our time and affort in activities and investments that yield a profitable return in the future is what we should be aiming for', 'Sharing Will Save the World']"
3itrpciAF4I,"[""Ist the speaker aware that we are a republic not a democracy? It's amazing how college graduates don't know this."", 'Oh no their kids are being bullied because they put a puppet in the white house? im more concerned with our stock market which is tanking, our inflation which is now over 7% and our gas prices in some places up over 400% since the clown took office. When millions are starving and on the street are you still gonna care about some imaginary bullying? The U.S. supreme court justices are being surrounded at their homes, theyve probably heard more death threats in the time im writing this comment than any of those ""elections officials""', 'Flooding border states with millions of illegal immigrants that are able to vote, but were sending 40 billion to Ukraine. Seems totally normal, not a way for democrats to rig further elections...', 'There is no integrity in the system, this video is a joke. Hundreds of thousands of votes counted between the hours of 1:00 am and 4:00 am are not legitimate votes. When democratic election officials blocked the recording of ballot tampering, hundreds of images of ballots in the trash, the dominion system responsible for the election claiming ""glitches"". All of this is for election infrastructure?', ""In regards to the threats that polling people have, we all know the reason for that: conservatives. Admit it. That's the root of the problem... That's not an order for y'all to vote Democrat, but what is happening in the US is largely coming from the right wing weirdos. They are also usually the only ones committing voter fraud. Ironic."", ""This is the most hilarious thing I've ever seen."", ""I believe there needs to be some kind of weighted demographic voter-selection system, where great portions of society can apply to vote (but must be approved, somehow...) based on their net-worth, intellect/levelheadedness. You must meet a certain minimum IQ but you can have any range of net-worth and that's where the weighting comes in to play, with the most popular net-worth range having the highest number of voters (probably) - so working-middle class, basically. While anyone should have the ability to apply to vote, voting should be considered a great honour and the system should careful approve voters, somewhat like a court selects its jury. The goal is to create a fair and balanced system which represents all walks of life while protecting and supporting democracy. This system wouldn't require such a large amount of the population to vote and should help protect society from ignorant or self-interested voters.\n\nIt could be incredibly difficult to engineer such a system but maybe it doesn't have to be... The decentralised technology is finally available. I'm sure there's lots of potential issues, but you get the general idea..."", 'What we need is for those guilty of election fraud, such as in the 2020 presidential election, to be held accountable and election integrity be restored through audits such as those ongoing.', 'No political Ideology will ever save the world.', '“I think that there are lots of questions about its legitimacy,” HillaryClinton said of the 2016 election of Donald Trump.']"
